folder,i,j,overlap,threshold
7-scenes-redkitchen,35,36,0.6961855259138844,0.017999669173560977
7-scenes-redkitchen,35,37,0.4278586358954818,0.017999455478220145
7-scenes-redkitchen,35,53,0.7396288896030404,0.018001763038942332
7-scenes-redkitchen,35,54,0.793884061632404,0.018001549896645073
7-scenes-redkitchen,35,55,0.653440412653724,0.01800155250422153
7-scenes-redkitchen,35,56,0.4408861982067327,0.018001479890743247
7-scenes-redkitchen,35,57,0.45910017756187005,0.018001404471851133
7-scenes-redkitchen,35,58,0.4956303112586112,0.01800118553805396
7-scenes-redkitchen,35,59,0.5301855738956206,0.018000906431806143
7-scenes-redkitchen,36,37,0.6976173317097281,0.017999680371855988
7-scenes-redkitchen,36,38,0.4602397377706821,0.01799951279159039
7-scenes-redkitchen,36,39,0.4160267551325043,0.01799933166122178
7-scenes-redkitchen,36,53,0.832727857033073,0.018001849185335133
7-scenes-redkitchen,36,54,0.6569419770638874,0.018001664436100868
7-scenes-redkitchen,36,55,0.5464994986986419,0.01800158165274218
7-scenes-redkitchen,36,56,0.3853267365569712,0.01800141505402525
7-scenes-redkitchen,36,58,0.5824357620556142,0.018001203537236776
7-scenes-redkitchen,36,59,0.6571057151035207,0.018000968090473225
7-scenes-redkitchen,37,38,0.7784840697164221,0.01799967273977804
7-scenes-redkitchen,37,39,0.5588873167390088,0.017999525922559042
7-scenes-redkitchen,37,54,0.378967256777495,0.018001795131552964
7-scenes-redkitchen,37,55,0.36646648370011037,0.018001689070771106
7-scenes-redkitchen,37,58,0.5716950771861015,0.018001250971682422
7-scenes-redkitchen,37,59,0.6463402029068473,0.01800105555900456
7-scenes-redkitchen,38,39,0.5840929010951537,0.017999622125813075
7-scenes-redkitchen,38,54,0.17789059791387266,0.018002016339777913
7-scenes-redkitchen,38,58,0.444581887665309,0.01800150316683902
7-scenes-redkitchen,38,59,0.5480393092262189,0.01800126735814337
7-scenes-redkitchen,39,59,0.41989075469897913,0.018001369972083233
7-scenes-redkitchen,40,41,0.5477483189292728,0.017999666104249742
7-scenes-redkitchen,40,42,0.4709093020555104,0.017999535322657297
7-scenes-redkitchen,40,43,0.41760349053300655,0.01799944994099761
7-scenes-redkitchen,41,42,0.8711166165584933,0.017999637960181683
7-scenes-redkitchen,41,43,0.7990034743731315,0.017999553362548482
7-scenes-redkitchen,41,44,0.6338988645365725,0.017999468189241676
7-scenes-redkitchen,42,43,0.9346602386274879,0.01799968371048822
7-scenes-redkitchen,42,44,0.7556245048851333,0.017999598840141958
7-scenes-redkitchen,42,45,0.5188234714073406,0.017999474768660147
7-scenes-redkitchen,43,44,0.8960126749405862,0.017999682952111105
7-scenes-redkitchen,43,45,0.6409911464532988,0.01799955860890924
7-scenes-redkitchen,44,45,0.804996583953739,0.01799964416031756
7-scenes-redkitchen,44,46,0.5712094886164337,0.017999520297845465
7-scenes-redkitchen,45,46,0.8195759815317851,0.017999644855472716
7-scenes-redkitchen,45,47,0.516106622510254,0.017999502830410023
7-scenes-redkitchen,46,47,0.773251111047668,0.017999626159237767
7-scenes-redkitchen,46,48,0.5725241082202299,0.01799949406175746
7-scenes-redkitchen,46,49,0.40212797120857047,0.017999345498679528
7-scenes-redkitchen,46,50,0.5450477670349908,0.017999213723207074
7-scenes-redkitchen,46,51,0.8261897397375282,0.017999045893196643
7-scenes-redkitchen,46,52,0.4478608162818689,0.01799886380443111
7-scenes-redkitchen,47,48,0.8240673334862431,0.01799963646591267
7-scenes-redkitchen,47,49,0.6231900736524941,0.01799948810180891
7-scenes-redkitchen,47,50,0.8079534990791897,0.017999355470361092
7-scenes-redkitchen,47,51,0.899164862356944,0.017999153001110504
7-scenes-redkitchen,47,52,0.6584236057920269,0.01799898417808225
7-scenes-redkitchen,47,53,0.2682935349103662,0.01799883234726096
7-scenes-redkitchen,48,49,0.8397849012387011,0.017999620024564785
7-scenes-redkitchen,48,50,0.9119619014732965,0.0179994853509281
7-scenes-redkitchen,48,51,0.8468693385179621,0.017999310439228696
7-scenes-redkitchen,48,52,0.8192240823819771,0.017999128500114404
7-scenes-redkitchen,48,53,0.3918246726934846,0.017998950944887522
7-scenes-redkitchen,48,54,0.08112568097463697,0.017998816795382268
7-scenes-redkitchen,49,50,0.8100253222836096,0.017999632031113627
7-scenes-redkitchen,49,52,0.7677839783102941,0.01799927320834481
7-scenes-redkitchen,49,53,0.47892942475093964,0.01799908109613957
7-scenes-redkitchen,49,54,0.10835122837477189,0.017998967724776792
7-scenes-redkitchen,49,59,0.10162436790382597,0.017998338666340034
7-scenes-redkitchen,50,51,0.8892006539702179,0.017999595556290993
7-scenes-redkitchen,50,52,0.8355278355278355,0.017999414509600922
7-scenes-redkitchen,50,53,0.37215833671002807,0.017999244497572106
7-scenes-redkitchen,50,54,0.06538969084356196,0.017999097120092268
7-scenes-redkitchen,51,52,0.48901533112059425,0.017999587882626046
7-scenes-redkitchen,51,53,0.18008495298243654,0.01799941014980176
7-scenes-redkitchen,52,53,0.46358060053933964,0.017999591148241303
7-scenes-redkitchen,52,54,0.09015338223002228,0.017999435243440137
7-scenes-redkitchen,53,54,0.2852070942304953,0.017999623017950925
7-scenes-redkitchen,53,55,0.17755857799202643,0.0179995374214038
7-scenes-redkitchen,53,56,0.12111030111052314,0.017999426976695685
7-scenes-redkitchen,53,58,0.2633026600291648,0.017999135687144806
7-scenes-redkitchen,53,59,0.24822695035460993,0.017999012159044002
7-scenes-redkitchen,54,55,0.7118107950268204,0.017999692509583172
7-scenes-redkitchen,54,56,0.47583751799373136,0.017999592437590438
7-scenes-redkitchen,54,57,0.472730817258803,0.01799943291301316
7-scenes-redkitchen,54,58,0.5866797405340172,0.017999287865679912
7-scenes-redkitchen,54,59,0.6128828356072894,0.017999141982129832
7-scenes-redkitchen,55,56,0.7310432108587774,0.017999668192944428
7-scenes-redkitchen,55,57,0.622936567734321,0.017999507756187395
7-scenes-redkitchen,55,58,0.7131694071503998,0.017999384738563468
7-scenes-redkitchen,55,59,0.5073824062589447,0.017999214881287737
7-scenes-redkitchen,56,57,0.8219428535298984,0.017999609516606105
7-scenes-redkitchen,56,58,0.5712827475235078,0.017999545275665937
7-scenes-redkitchen,56,59,0.3719428807683745,0.017999311177521713
7-scenes-redkitchen,57,58,0.4550812088298889,0.017999706249518306
7-scenes-redkitchen,57,59,0.31693063638965746,0.017999468178859782
7-scenes-redkitchen,58,59,0.5554654454091531,0.017999620026138648
sun3d-mit_76_studyroom-76-1studyroom2,0,1,0.7413785161206567,0.017999751378754737
sun3d-mit_76_studyroom-76-1studyroom2,0,2,0.27923381367061645,0.017999755073320346
sun3d-mit_76_studyroom-76-1studyroom2,0,5,0.13829884177624685,0.017999776663733907
sun3d-mit_76_studyroom-76-1studyroom2,0,6,0.251022131045988,0.017999757866585146
sun3d-mit_76_studyroom-76-1studyroom2,0,7,0.16521531901737752,0.01799973050887055
sun3d-mit_76_studyroom-76-1studyroom2,0,34,0.25250492359443955,0.017999785469388286
sun3d-mit_76_studyroom-76-1studyroom2,0,35,0.5770995476083275,0.01799973720604725
sun3d-mit_76_studyroom-76-1studyroom2,0,36,0.35932569222330657,0.017999706322537796
sun3d-mit_76_studyroom-76-1studyroom2,0,37,0.23224433625146002,0.017999722610690518
sun3d-mit_76_studyroom-76-1studyroom2,0,38,0.11340104849279162,0.01799973911271434
sun3d-mit_76_studyroom-76-1studyroom2,0,45,0.09138749374101252,0.017999718036249807
sun3d-mit_76_studyroom-76-1studyroom2,0,46,0.13127724264503032,0.017999788649983164
sun3d-mit_76_studyroom-76-1studyroom2,0,47,0.13315591274867616,0.017999786566543958
sun3d-mit_76_studyroom-76-1studyroom2,0,48,0.19208199463636122,0.017999790619946186
sun3d-mit_76_studyroom-76-1studyroom2,0,49,0.24000143702679158,0.01799972020587892
sun3d-mit_76_studyroom-76-1studyroom2,1,2,0.4088889819581846,0.01799976680973115
sun3d-mit_76_studyroom-76-1studyroom2,1,3,0.1496538793680701,0.01799976199649413
sun3d-mit_76_studyroom-76-1studyroom2,1,5,0.19655631190938333,0.017999759399022208
sun3d-mit_76_studyroom-76-1studyroom2,1,6,0.33388173533216736,0.01799976844380643
sun3d-mit_76_studyroom-76-1studyroom2,1,7,0.2268482139406665,0.01799974567919951
sun3d-mit_76_studyroom-76-1studyroom2,1,34,0.22946393916306082,0.017999773846142007
sun3d-mit_76_studyroom-76-1studyroom2,1,35,0.5715500668224667,0.017999745014722072
sun3d-mit_76_studyroom-76-1studyroom2,1,36,0.4154800151017588,0.01799971976886236
sun3d-mit_76_studyroom-76-1studyroom2,1,37,0.2811555319124331,0.01799973483231952
sun3d-mit_76_studyroom-76-1studyroom2,1,38,0.16736839231105285,0.01799975424448772
sun3d-mit_76_studyroom-76-1studyroom2,1,45,0.12739741885632433,0.0179997319984126
sun3d-mit_76_studyroom-76-1studyroom2,1,46,0.1889684892800827,0.0179997682578436
sun3d-mit_76_studyroom-76-1studyroom2,1,47,0.19291159811676983,0.017999766386303465
sun3d-mit_76_studyroom-76-1studyroom2,1,48,0.24872989741819565,0.01799978333237597
sun3d-mit_76_studyroom-76-1studyroom2,1,49,0.29576406415127104,0.01799973918217383
sun3d-mit_76_studyroom-76-1studyroom2,2,3,0.3494432976360353,0.017999759643006052
sun3d-mit_76_studyroom-76-1studyroom2,2,5,0.4613302714672353,0.017999761399794336
sun3d-mit_76_studyroom-76-1studyroom2,2,6,0.6516802134445888,0.017999769825208452
sun3d-mit_76_studyroom-76-1studyroom2,2,7,0.5298385053695569,0.017999743980754674
sun3d-mit_76_studyroom-76-1studyroom2,2,8,0.275895992770285,0.01799975629432355
sun3d-mit_76_studyroom-76-1studyroom2,2,35,0.41397768772825055,0.01799974821505314
sun3d-mit_76_studyroom-76-1studyroom2,2,36,0.37408196265876437,0.017999719625112
sun3d-mit_76_studyroom-76-1studyroom2,2,37,0.31527795445872026,0.017999735507614124
sun3d-mit_76_studyroom-76-1studyroom2,2,38,0.3475548820445609,0.017999752566805263
sun3d-mit_76_studyroom-76-1studyroom2,2,45,0.31742516064153403,0.01799972687623906
sun3d-mit_76_studyroom-76-1studyroom2,2,46,0.43827952805066805,0.01799977196416517
sun3d-mit_76_studyroom-76-1studyroom2,2,47,0.4511353665573009,0.017999771987095674
sun3d-mit_76_studyroom-76-1studyroom2,2,48,0.5582875299823867,0.017999767675905297
sun3d-mit_76_studyroom-76-1studyroom2,2,49,0.5708169796690648,0.01799972964443599
sun3d-mit_76_studyroom-76-1studyroom2,3,4,0.48787799187230557,0.017999750157092632
sun3d-mit_76_studyroom-76-1studyroom2,3,5,0.5475432169641962,0.01799976331859282
sun3d-mit_76_studyroom-76-1studyroom2,3,6,0.4137505798558788,0.017999777975359482
sun3d-mit_76_studyroom-76-1studyroom2,3,7,0.28723157582862074,0.01799974994955668
sun3d-mit_76_studyroom-76-1studyroom2,3,38,0.23703855395369156,0.01799975574686409
sun3d-mit_76_studyroom-76-1studyroom2,3,39,0.21017441349875002,0.01799979474859596
sun3d-mit_76_studyroom-76-1studyroom2,3,43,0.24191980511495173,0.017999789835895952
sun3d-mit_76_studyroom-76-1studyroom2,3,45,0.24974719966972073,0.017999737364050528
sun3d-mit_76_studyroom-76-1studyroom2,3,46,0.3437052610792806,0.017999783345189136
sun3d-mit_76_studyroom-76-1studyroom2,3,47,0.4087507383040686,0.01799977854319068
sun3d-mit_76_studyroom-76-1studyroom2,3,48,0.4121239478505616,0.01799979065209944
sun3d-mit_76_studyroom-76-1studyroom2,4,5,0.40537603543016487,0.017999773349493958
sun3d-mit_76_studyroom-76-1studyroom2,4,39,0.17859575373290165,0.01799978470364149
sun3d-mit_76_studyroom-76-1studyroom2,4,40,0.3678642478740831,0.01799977586574461
sun3d-mit_76_studyroom-76-1studyroom2,4,41,0.17817209578779727,0.017999764962748636
sun3d-mit_76_studyroom-76-1studyroom2,4,42,0.16304284811352637,0.017999782116784636
sun3d-mit_76_studyroom-76-1studyroom2,4,43,0.24784404511401478,0.01799977655511277
sun3d-mit_76_studyroom-76-1studyroom2,4,45,0.14630339666010664,0.017999754247857675
sun3d-mit_76_studyroom-76-1studyroom2,4,46,0.17503680751773584,0.017999789534938866
sun3d-mit_76_studyroom-76-1studyroom2,4,47,0.21745572736180485,0.01799978576956936
sun3d-mit_76_studyroom-76-1studyroom2,4,48,0.2567642919731287,0.0179997762486656
sun3d-mit_76_studyroom-76-1studyroom2,5,6,0.5564253793914179,0.017999775993204906
sun3d-mit_76_studyroom-76-1studyroom2,5,7,0.37479764864505105,0.01799975228791939
sun3d-mit_76_studyroom-76-1studyroom2,5,38,0.2938005133245959,0.017999763483355097
sun3d-mit_76_studyroom-76-1studyroom2,5,39,0.23596075745067846,0.017999778304409696
sun3d-mit_76_studyroom-76-1studyroom2,5,43,0.24214037813633366,0.01799977116002936
sun3d-mit_76_studyroom-76-1studyroom2,5,45,0.3059713878842739,0.017999729784414328
sun3d-mit_76_studyroom-76-1studyroom2,5,46,0.40032495157669756,0.01799978168209767
sun3d-mit_76_studyroom-76-1studyroom2,5,47,0.45389739195154677,0.01799977643460362
sun3d-mit_76_studyroom-76-1studyroom2,5,48,0.49945124487754794,0.017999764299727883
sun3d-mit_76_studyroom-76-1studyroom2,5,49,0.3859913838268622,0.01799973994030948
sun3d-mit_76_studyroom-76-1studyroom2,6,7,0.5905202952504863,0.017999739755399684
sun3d-mit_76_studyroom-76-1studyroom2,6,35,0.3810238488311428,0.01799973989327256
sun3d-mit_76_studyroom-76-1studyroom2,6,36,0.3277794003462007,0.01799971539898354
sun3d-mit_76_studyroom-76-1studyroom2,6,37,0.2734350244590672,0.01799973063319512
sun3d-mit_76_studyroom-76-1studyroom2,6,38,0.32578636959370905,0.017999750067786202
sun3d-mit_76_studyroom-76-1studyroom2,6,39,0.17374800693985007,0.01799976344945944
sun3d-mit_76_studyroom-76-1studyroom2,6,44,0.19941822018187308,0.01799972076318743
sun3d-mit_76_studyroom-76-1studyroom2,6,45,0.3570168305742647,0.01799972255702458
sun3d-mit_76_studyroom-76-1studyroom2,6,46,0.43243824032477735,0.017999767254372877
sun3d-mit_76_studyroom-76-1studyroom2,6,47,0.4118575901072376,0.017999760226033078
sun3d-mit_76_studyroom-76-1studyroom2,6,48,0.5129134471557668,0.01799974684453904
sun3d-mit_76_studyroom-76-1studyroom2,6,49,0.5377414130164689,0.017999734108183355
sun3d-mit_76_studyroom-76-1studyroom2,7,37,0.2778434388407674,0.017999757431761215
sun3d-mit_76_studyroom-76-1studyroom2,7,38,0.42576589121887287,0.01799977668765676
sun3d-mit_76_studyroom-76-1studyroom2,7,39,0.23258060549996779,0.017999777122130762
sun3d-mit_76_studyroom-76-1studyroom2,7,44,0.2881300862731307,0.017999746172214164
sun3d-mit_76_studyroom-76-1studyroom2,7,45,0.507570062303949,0.017999749261376305
sun3d-mit_76_studyroom-76-1studyroom2,7,46,0.4999128816148264,0.017999765037930826
sun3d-mit_76_studyroom-76-1studyroom2,7,47,0.4749300958344287,0.017999764430482547
sun3d-mit_76_studyroom-76-1studyroom2,7,48,0.548033774992698,0.01799977316085929
sun3d-mit_76_studyroom-76-1studyroom2,7,49,0.6244569984701652,0.01799975635841389
sun3d-mit_76_studyroom-76-1studyroom2,8,37,0.19579049623573222,0.017999748991921336
sun3d-mit_76_studyroom-76-1studyroom2,8,38,0.2579019222367846,0.017999767809597736
sun3d-mit_76_studyroom-76-1studyroom2,8,39,0.18554145857850168,0.01799978565690051
sun3d-mit_76_studyroom-76-1studyroom2,8,44,0.25642079270367074,0.017999731876849896
sun3d-mit_76_studyroom-76-1studyroom2,8,45,0.24920324309698189,0.017999732843280346
sun3d-mit_76_studyroom-76-1studyroom2,8,46,0.2424577258035945,0.01799977360230206
sun3d-mit_76_studyroom-76-1studyroom2,8,47,0.19912188760024718,0.01799977332644841
sun3d-mit_76_studyroom-76-1studyroom2,8,48,0.2128085641202659,0.01799977219426448
sun3d-mit_76_studyroom-76-1studyroom2,8,49,0.4235247273391353,0.017999748959782177
sun3d-mit_76_studyroom-76-1studyroom2,8,50,0.6932927594226581,0.017999725248805623
sun3d-mit_76_studyroom-76-1studyroom2,8,51,0.2952947218344263,0.017999728655586678
sun3d-mit_76_studyroom-76-1studyroom2,9,10,0.4615294562051429,0.017999784248402262
sun3d-mit_76_studyroom-76-1studyroom2,9,51,0.6862301227536417,0.017999737339161423
sun3d-mit_76_studyroom-76-1studyroom2,9,52,0.7889816275718301,0.01799974244242576
sun3d-mit_76_studyroom-76-1studyroom2,9,53,0.4733647420577535,0.017999728349321325
sun3d-mit_76_studyroom-76-1studyroom2,10,11,0.49972716124477057,0.017999763376646282
sun3d-mit_76_studyroom-76-1studyroom2,10,51,0.3916121125825727,0.01799972092852323
sun3d-mit_76_studyroom-76-1studyroom2,10,52,0.6515165237452869,0.017999725130902366
sun3d-mit_76_studyroom-76-1studyroom2,10,53,0.6662391731234683,0.017999711613967646
sun3d-mit_76_studyroom-76-1studyroom2,10,54,0.41225798766687743,0.017999702112988153
sun3d-mit_76_studyroom-76-1studyroom2,11,12,0.3423479561316052,0.01799977050695652
sun3d-mit_76_studyroom-76-1studyroom2,11,52,0.2817195690272925,0.017999729800070943
sun3d-mit_76_studyroom-76-1studyroom2,11,53,0.376918012573638,0.01799971632335184
sun3d-mit_76_studyroom-76-1studyroom2,11,54,0.5710675572903782,0.017999706723018045
sun3d-mit_76_studyroom-76-1studyroom2,11,55,0.33790857246493633,0.017999774954347667
sun3d-mit_76_studyroom-76-1studyroom2,12,52,0.15920122917153268,0.01799972717964682
sun3d-mit_76_studyroom-76-1studyroom2,12,54,0.3369489723924975,0.017999699956129586
sun3d-mit_76_studyroom-76-1studyroom2,12,55,0.5101311865226503,0.01799976795436696
sun3d-mit_76_studyroom-76-1studyroom2,12,56,0.5140550480223298,0.017999759685442932
sun3d-mit_76_studyroom-76-1studyroom2,13,14,0.4677889743581481,0.017999768266317367
sun3d-mit_76_studyroom-76-1studyroom2,13,15,0.18182589801045698,0.01799975638261589
sun3d-mit_76_studyroom-76-1studyroom2,13,54,0.13908023859919183,0.017999710114722484
sun3d-mit_76_studyroom-76-1studyroom2,13,55,0.18855291794293083,0.017999761660732038
sun3d-mit_76_studyroom-76-1studyroom2,13,56,0.5156496872992965,0.01799975694766748
sun3d-mit_76_studyroom-76-1studyroom2,13,57,0.2894121328429654,0.017999730965082623
sun3d-mit_76_studyroom-76-1studyroom2,14,15,0.47690102726770073,0.017999753717643223
sun3d-mit_76_studyroom-76-1studyroom2,14,18,0.2033569391059176,0.017999746918284456
sun3d-mit_76_studyroom-76-1studyroom2,14,56,0.44688239474281866,0.017999766220408837
sun3d-mit_76_studyroom-76-1studyroom2,14,57,0.5660679662604693,0.017999730779536247
sun3d-mit_76_studyroom-76-1studyroom2,15,18,0.3192264061587938,0.01799975808231833
sun3d-mit_76_studyroom-76-1studyroom2,15,56,0.28280549063851507,0.017999762574940854
sun3d-mit_76_studyroom-76-1studyroom2,15,57,0.42748159634957134,0.017999747131246375
sun3d-mit_76_studyroom-76-1studyroom2,15,62,0.22679581077801747,0.01799977714474672
sun3d-mit_76_studyroom-76-1studyroom2,16,17,0.502916497707352,0.017999765557734027
sun3d-mit_76_studyroom-76-1studyroom2,16,61,0.13772312855034669,0.017999793890450314
sun3d-mit_76_studyroom-76-1studyroom2,17,18,0.1329228939282135,0.017999755025810818
sun3d-mit_76_studyroom-76-1studyroom2,17,19,0.0902762016265132,0.01799977001915736
sun3d-mit_76_studyroom-76-1studyroom2,17,64,0.07592281808869314,0.017999759902113315
sun3d-mit_76_studyroom-76-1studyroom2,18,19,0.49859887955307963,0.01799976299482521
sun3d-mit_76_studyroom-76-1studyroom2,18,20,0.25955120676528304,0.017999755406255025
sun3d-mit_76_studyroom-76-1studyroom2,18,62,0.2778254414408906,0.017999772770656036
sun3d-mit_76_studyroom-76-1studyroom2,18,63,0.3465132077443629,0.01799977582486817
sun3d-mit_76_studyroom-76-1studyroom2,18,64,0.25267368696360704,0.017999768656125882
sun3d-mit_76_studyroom-76-1studyroom2,19,20,0.5092647966548259,0.017999750827818954
sun3d-mit_76_studyroom-76-1studyroom2,19,21,0.25020897118141616,0.01799976627162231
sun3d-mit_76_studyroom-76-1studyroom2,19,64,0.37840529389180516,0.017999751327992836
sun3d-mit_76_studyroom-76-1studyroom2,19,65,0.2804681743182249,0.01799975093276679
sun3d-mit_76_studyroom-76-1studyroom2,20,21,0.6447635709773047,0.01799977580049384
sun3d-mit_76_studyroom-76-1studyroom2,20,22,0.4687763580175621,0.01799976792050479
sun3d-mit_76_studyroom-76-1studyroom2,20,23,0.22454593886248958,0.017999777856529973
sun3d-mit_76_studyroom-76-1studyroom2,20,34,0.29030950361542773,0.017999775491102883
sun3d-mit_76_studyroom-76-1studyroom2,20,64,0.2776392756609401,0.01799978035551079
sun3d-mit_76_studyroom-76-1studyroom2,20,65,0.27501800218544015,0.01799977760502647
sun3d-mit_76_studyroom-76-1studyroom2,21,22,0.7169275782297212,0.017999774996178074
sun3d-mit_76_studyroom-76-1studyroom2,21,23,0.3028890902856023,0.017999770245603286
sun3d-mit_76_studyroom-76-1studyroom2,21,24,0.15363530612517773,0.017999747174714163
sun3d-mit_76_studyroom-76-1studyroom2,21,34,0.28678176616879664,0.0179997708051203
sun3d-mit_76_studyroom-76-1studyroom2,21,65,0.17013869655784786,0.01799975696036349
sun3d-mit_76_studyroom-76-1studyroom2,22,23,0.41600022044775387,0.017999764232634777
sun3d-mit_76_studyroom-76-1studyroom2,22,24,0.2413940131360987,0.017999751660650938
sun3d-mit_76_studyroom-76-1studyroom2,22,33,0.1925470183303922,0.017999775379709582
sun3d-mit_76_studyroom-76-1studyroom2,22,34,0.28536722108017193,0.017999770809530725
sun3d-mit_76_studyroom-76-1studyroom2,22,65,0.2171743366887057,0.017999775246943246
sun3d-mit_76_studyroom-76-1studyroom2,23,24,0.6415725880134956,0.01799975529517956
sun3d-mit_76_studyroom-76-1studyroom2,23,33,0.3073464650800464,0.01799978183683353
sun3d-mit_76_studyroom-76-1studyroom2,24,25,0.37497732851705656,0.017999768248407627
sun3d-mit_76_studyroom-76-1studyroom2,24,32,0.39266002722315524,0.01799976732794218
sun3d-mit_76_studyroom-76-1studyroom2,24,33,0.27915136484316627,0.01799977132053699
sun3d-mit_76_studyroom-76-1studyroom2,25,26,0.44625734698297115,0.017999763425541687
sun3d-mit_76_studyroom-76-1studyroom2,25,27,0.5005635678223214,0.01799978138722285
sun3d-mit_76_studyroom-76-1studyroom2,25,32,0.6522614948198082,0.01799976602272535
sun3d-mit_76_studyroom-76-1studyroom2,25,33,0.29565507702580246,0.017999779020529516
sun3d-mit_76_studyroom-76-1studyroom2,26,27,0.6420979323193006,0.017999771314459446
sun3d-mit_76_studyroom-76-1studyroom2,26,32,0.6041733329133252,0.017999771067758165
sun3d-mit_76_studyroom-76-1studyroom2,27,28,0.6480800159556637,0.01799976721001884
sun3d-mit_76_studyroom-76-1studyroom2,27,31,0.5885068318903615,0.01799977746179416
sun3d-mit_76_studyroom-76-1studyroom2,27,32,0.83162594522542,0.017999768000958153
sun3d-mit_76_studyroom-76-1studyroom2,27,33,0.31966741387259345,0.017999776120632485
sun3d-mit_76_studyroom-76-1studyroom2,28,29,0.7087651684808083,0.01799975908632977
sun3d-mit_76_studyroom-76-1studyroom2,28,30,0.6137668835180257,0.01799976975533777
sun3d-mit_76_studyroom-76-1studyroom2,28,31,0.9215431689889036,0.01799978117923015
sun3d-mit_76_studyroom-76-1studyroom2,28,32,0.4981721358902983,0.017999751586137404
sun3d-mit_76_studyroom-76-1studyroom2,29,30,0.9230736964131819,0.017999775210133358
sun3d-mit_76_studyroom-76-1studyroom2,29,31,0.7969776725264806,0.017999779531228728
sun3d-mit_76_studyroom-76-1studyroom2,29,32,0.27850017325333287,0.017999765980783268
sun3d-mit_76_studyroom-76-1studyroom2,30,31,0.577219998006999,0.01799977884072911
sun3d-mit_76_studyroom-76-1studyroom2,30,32,0.12946583261904326,0.01799976771313011
sun3d-mit_76_studyroom-76-1studyroom2,31,32,0.3262965400729156,0.01799975591614836
sun3d-mit_76_studyroom-76-1studyroom2,32,33,0.2871464682596461,0.017999771791555742
sun3d-mit_76_studyroom-76-1studyroom2,33,65,0.31862273629861637,0.017999775225685508
sun3d-mit_76_studyroom-76-1studyroom2,34,35,0.5704959156107288,0.017999779998170724
sun3d-mit_76_studyroom-76-1studyroom2,34,36,0.3417235950734074,0.017999751745666537
sun3d-mit_76_studyroom-76-1studyroom2,34,37,0.22407974928010546,0.017999766413842884
sun3d-mit_76_studyroom-76-1studyroom2,34,64,0.1573078541597858,0.01799977556245715
sun3d-mit_76_studyroom-76-1studyroom2,34,65,0.2637164903375683,0.01799978082054531
sun3d-mit_76_studyroom-76-1studyroom2,35,36,0.5471181997563773,0.017999741822072736
sun3d-mit_76_studyroom-76-1studyroom2,35,37,0.3761631067062946,0.01799975605940838
sun3d-mit_76_studyroom-76-1studyroom2,35,38,0.23586855613805155,0.017999769853240703
sun3d-mit_76_studyroom-76-1studyroom2,35,45,0.17303816482999962,0.01799975973629099
sun3d-mit_76_studyroom-76-1studyroom2,35,46,0.2040748172691871,0.01799975894830991
sun3d-mit_76_studyroom-76-1studyroom2,35,47,0.21797979522091082,0.01799975255972626
sun3d-mit_76_studyroom-76-1studyroom2,35,48,0.2895922395404618,0.017999768483830753
sun3d-mit_76_studyroom-76-1studyroom2,35,49,0.3183852608952078,0.017999752689065437
sun3d-mit_76_studyroom-76-1studyroom2,36,37,0.6695285124492605,0.01799978279341719
sun3d-mit_76_studyroom-76-1studyroom2,36,38,0.23456067059851463,0.01799977661216521
sun3d-mit_76_studyroom-76-1studyroom2,36,39,0.1951452274869585,0.01799978591742924
sun3d-mit_76_studyroom-76-1studyroom2,36,45,0.19229980654672657,0.017999780289575013
sun3d-mit_76_studyroom-76-1studyroom2,36,46,0.20893602316187468,0.017999774495283557
sun3d-mit_76_studyroom-76-1studyroom2,36,47,0.20859266441562166,0.017999770961875702
sun3d-mit_76_studyroom-76-1studyroom2,36,48,0.28326827929865556,0.017999773154535888
sun3d-mit_76_studyroom-76-1studyroom2,36,49,0.3688817835897528,0.01799977347563124
sun3d-mit_76_studyroom-76-1studyroom2,36,52,0.13267139840506414,0.017999768668930854
sun3d-mit_76_studyroom-76-1studyroom2,37,38,0.3764334862385321,0.017999782658947635
sun3d-mit_76_studyroom-76-1studyroom2,37,39,0.2756443658604653,0.01799977690453297
sun3d-mit_76_studyroom-76-1studyroom2,37,45,0.28516016731546273,0.01799976983799076
sun3d-mit_76_studyroom-76-1studyroom2,37,46,0.30878240440935184,0.017999766595715404
sun3d-mit_76_studyroom-76-1studyroom2,37,47,0.28811612114673557,0.017999760505653228
sun3d-mit_76_studyroom-76-1studyroom2,37,48,0.3762358053866511,0.01799977090114807
sun3d-mit_76_studyroom-76-1studyroom2,37,49,0.48338587462540006,0.017999768547198418
sun3d-mit_76_studyroom-76-1studyroom2,38,39,0.5362419814091642,0.017999766822274256
sun3d-mit_76_studyroom-76-1studyroom2,38,44,0.4244737415475649,0.017999745300611276
sun3d-mit_76_studyroom-76-1studyroom2,38,45,0.645973535815356,0.017999753927409365
sun3d-mit_76_studyroom-76-1studyroom2,38,46,0.6167095966709161,0.01799975621858373
sun3d-mit_76_studyroom-76-1studyroom2,38,47,0.506519267602364,0.01799974932300648
sun3d-mit_76_studyroom-76-1studyroom2,38,48,0.4920187107794978,0.01799976461764527
sun3d-mit_76_studyroom-76-1studyroom2,38,49,0.6287201779518177,0.01799974304546821
sun3d-mit_76_studyroom-76-1studyroom2,39,40,0.5749954495958922,0.017999763337645934
sun3d-mit_76_studyroom-76-1studyroom2,39,43,0.3334439451729644,0.01799975823405279
